,대륙,국가,항목구분,연도,서비스비용(백만$)
1337,유럽,프랑스,보건 당기 지출,1999,19388.97
1338,유럽,프랑스,보건 당기 지출,2000,17538.99
1339,유럽,프랑스,보건 당기 지출,2001,17943.75
1340,유럽,프랑스,보건 당기 지출,2002,20143.67
1341,유럽,프랑스,보건 당기 지출,2003,24949.47
1342,유럽,프랑스,보건 당기 지출,2004,28915.03
1343,유럽,프랑스,보건 당기 지출,2005,30064.0
1344,유럽,프랑스,보건 당기 지출,2006,32259.33
1345,유럽,프랑스,보건 당기 지출,2007,36813.24
1346,유럽,프랑스,보건 당기 지출,2008,41022.94
1347,유럽,프랑스,보건 당기 지출,2009,40778.92
1348,유럽,프랑스,보건 당기 지출,2010,39849.64
1349,유럽,프랑스,보건 당기 지출,2011,42873.0
1350,유럽,프랑스,보건 당기 지출,2012,40756.65
1351,유럽,프랑스,보건 당기 지출,2013,43008.19
1352,유럽,프랑스,보건 당기 지출,2014,44238.5
1353,유럽,프랑스,보건 당기 지출,2015,37394.8
1354,유럽,프랑스,보건 당기 지출,2016,38081.87
1355,유럽,프랑스,보건 당기 지출,2017,39445.61
1356,유럽,프랑스,보건 당기 지출,2018,41828.32
1357,유럽,프랑스,보건 당기 지출,2019,40410.94
1358,유럽,프랑스,치료 및 재활 치료,1998,12650.68
1359,유럽,프랑스,치료 및 재활 치료,1999,10911.03
1360,유럽,프랑스,치료 및 재활 치료,2000,9718.56
1361,유럽,프랑스,치료 및 재활 치료,2001,9853.97
1362,유럽,프랑스,치료 및 재활 치료,2002,11019.62
1363,유럽,프랑스,치료 및 재활 치료,2003,13846.89
1364,유럽,프랑스,치료 및 재활 치료,2004,15958.26
1365,유럽,프랑스,치료 및 재활 치료,2005,16534.5
1366,유럽,프랑스,치료 및 재활 치료,2006,16954.96
1367,유럽,프랑스,치료 및 재활 치료,2007,19169.49
1368,유럽,프랑스,치료 및 재활 치료,2008,21121.37
1369,유럽,프랑스,치료 및 재활 치료,2009,20772.95
1370,유럽,프랑스,치료 및 재활 치료,2010,20849.64
1371,유럽,프랑스,치료 및 재활 치료,2011,22496.65
1372,유럽,프랑스,치료 및 재활 치료,2012,21486.36
1373,유럽,프랑스,치료 및 재활 치료,2013,22773.31
1374,유럽,프랑스,치료 및 재활 치료,2014,23499.64
1375,유럽,프랑스,치료 및 재활 치료,2015,19908.32
1376,유럽,프랑스,치료 및 재활 치료,2016,20357.36
1377,유럽,프랑스,치료 및 재활 치료,2017,21112.73
1378,유럽,프랑스,치료 및 재활 치료,2018,22436.55
1379,유럽,프랑스,치료 및 재활 치료,2019,21775.11
1380,유럽,프랑스,장기 치료,1998,1945.08
1381,유럽,프랑스,장기 치료,1999,1692.98
1382,유럽,프랑스,장기 치료,2000,1545.05
1383,유럽,프랑스,장기 치료,2001,1575.96
1384,유럽,프랑스,장기 치료,2002,1880.63
1385,유럽,프랑스,장기 치료,2003,2100.91
1386,유럽,프랑스,장기 치료,2004,2512.19
1387,유럽,프랑스,장기 치료,2005,2744.0
1388,유럽,프랑스,장기 치료,2006,3625.71
1389,유럽,프랑스,장기 치료,2007,4375.0
1390,유럽,프랑스,장기 치료,2008,5267.65
1391,유럽,프랑스,장기 치료,2009,5641.42
1392,유럽,프랑스,장기 치료,2010,5742.7
1393,유럽,프랑스,장기 치료,2011,6228.68
1394,유럽,프랑스,장기 치료,2012,6042.66
1395,유럽,프랑스,장기 치료,2013,6466.01
1396,유럽,프랑스,장기 치료,2014,6699.82
1397,유럽,프랑스,장기 치료,2015,5712.63
1398,유럽,프랑스,장기 치료,2016,5829.87
1399,유럽,프랑스,장기 치료,2017,6080.3
1400,유럽,프랑스,장기 치료,2018,6525.95
1401,유럽,프랑스,장기 치료,2019,6405.55
1402,유럽,프랑스,보건 보조 서비스,1998,1034.75
1403,유럽,프랑스,보건 보조 서비스,1999,924.21
1404,유럽,프랑스,보건 보조 서비스,2000,845.54
1405,유럽,프랑스,보건 보조 서비스,2001,873.32
1406,유럽,프랑스,보건 보조 서비스,2002,1001.77
1407,유럽,프랑스,보건 보조 서비스,2003,1275.72
1408,유럽,프랑스,보건 보조 서비스,2004,1506.68
1409,유럽,프랑스,보건 보조 서비스,2005,1572.83
1410,유럽,프랑스,보건 보조 서비스,2006,2251.93
1411,유럽,프랑스,보건 보조 서비스,2007,2569.12
1412,유럽,프랑스,보건 보조 서비스,2008,2809.8
1413,유럽,프랑스,보건 보조 서비스,2009,2794.78
1414,유럽,프랑스,보건 보조 서비스,2010,2158.72
1415,유럽,프랑스,보건 보조 서비스,2011,2324.58
1416,유럽,프랑스,보건 보조 서비스,2012,2188.6
1417,유럽,프랑스,보건 보조 서비스,2013,2287.19
1418,유럽,프랑스,보건 보조 서비스,2014,2329.06
1419,유럽,프랑스,보건 보조 서비스,2015,1984.55
1420,유럽,프랑스,보건 보조 서비스,2016,2053.34
1421,유럽,프랑스,보건 보조 서비스,2017,2152.73
1422,유럽,프랑스,보건 보조 서비스,2018,2277.85
1423,유럽,프랑스,보건 보조 서비스,2019,2191.3
1424,유럽,프랑스,의료품,1998,4235.42
1425,유럽,프랑스,의료품,1999,3862.89
1426,유럽,프랑스,의료품,2000,3631.68
1427,유럽,프랑스,의료품,2001,3838.7
1428,유럽,프랑스,의료품,2002,4285.95
1429,유럽,프랑스,의료품,2003,5428.07
1430,유럽,프랑스,의료품,2004,6330.72
1431,유럽,프랑스,의료품,2005,6573.33
1432,유럽,프랑스,의료품,2006,6839.5
1433,유럽,프랑스,의료품,2007,7762.5
1434,유럽,프랑스,의료품,2008,8545.88
1435,유럽,프랑스,의료품,2009,8257.28
1436,유럽,프랑스,의료품,2010,7993.59
1437,유럽,프랑스,의료품,2011,8495.16
1438,유럽,프랑스,의료품,2012,7894.3
1439,유럽,프랑스,의료품,2013,8096.26
1440,유럽,프랑스,의료품,2014,8230.48
1441,유럽,프랑스,의료품,2015,6898.51
1442,유럽,프랑스,의료품,2016,6920.36
1443,유럽,프랑스,의료품,2017,7074.85
1444,유럽,프랑스,의료품,2018,7407.12
1445,유럽,프랑스,의료품,2019,7033.73
1446,유럽,프랑스,예방치료,1998,496.78
1447,유럽,프랑스,예방치료,1999,434.53
1448,유럽,프랑스,예방치료,2000,390.72
1449,유럽,프랑스,예방치료,2001,391.11
1450,유럽,프랑스,예방치료,2002,423.04
1451,유럽,프랑스,예방치료,2003,544.31
1452,유럽,프랑스,예방치료,2004,638.9
1453,유럽,프랑스,예방치료,2005,653.17
1454,유럽,프랑스,예방치료,2006,647.73
1455,유럽,프랑스,예방치료,2007,756.8
1456,유럽,프랑스,예방치료,2008,845.29
1457,유럽,프랑스,예방치료,2009,925.56
1458,유럽,프랑스,예방치료,2010,768.51
1459,유럽,프랑스,예방치료,2011,808.75
1460,유럽,프랑스,예방치료,2012,754.4
1461,유럽,프랑스,예방치료,2013,830.25
1462,유럽,프랑스,예방치료,2014,832.44
1463,유럽,프랑스,예방치료,2015,694.65
1464,유럽,프랑스,예방치료,2016,704.9
1465,유럽,프랑스,예방치료,2017,748.94
1466,유럽,프랑스,예방치료,2018,787.5
1467,유럽,프랑스,예방치료,2019,759.07
1468,유럽,프랑스,정부의료체계 및 재정행정,1998,1768.64
1469,유럽,프랑스,정부의료체계 및 재정행정,1999,1563.32
1470,유럽,프랑스,정부의료체계 및 재정행정,2000,1407.43
1471,유럽,프랑스,정부의료체계 및 재정행정,2001,1410.58
1472,유럽,프랑스,정부의료체계 및 재정행정,2002,1532.66
1473,유럽,프랑스,정부의료체계 및 재정행정,2003,1753.57
1474,유럽,프랑스,정부의료체계 및 재정행정,2004,1968.28
1475,유럽,프랑스,정부의료체계 및 재정행정,2005,1986.17
1476,유럽,프랑스,정부의료체계 및 재정행정,2006,1939.5
1477,유럽,프랑스,정부의료체계 및 재정행정,2007,2180.51
1478,유럽,프랑스,정부의료체계 및 재정행정,2008,2432.75
1479,유럽,프랑스,정부의료체계 및 재정행정,2009,2386.94
1480,유럽,프랑스,정부의료체계 및 재정행정,2010,2336.48
1481,유럽,프랑스,정부의료체계 및 재정행정,2011,2519.18
1482,유럽,프랑스,정부의료체계 및 재정행정,2012,2390.16
1483,유럽,프랑스,정부의료체계 및 재정행정,2013,2555.16
1484,유럽,프랑스,정부의료체계 및 재정행정,2014,2647.06
1485,유럽,프랑스,정부의료체계 및 재정행정,2015,2196.14
1486,유럽,프랑스,정부의료체계 및 재정행정,2016,2215.9
1487,유럽,프랑스,정부의료체계 및 재정행정,2017,2276.06
1488,유럽,프랑스,정부의료체계 및 재정행정,2018,2393.51
1489,유럽,프랑스,정부의료체계 및 재정행정,2019,2246.03
1490,유럽,독일,보건 당기 지출,1998,111359.09
1491,유럽,독일,보건 당기 지출,1999,28935.53
1492,유럽,독일,보건 당기 지출,2000,25810.77
1493,유럽,독일,보건 당기 지출,2001,25904.57
1494,유럽,독일,보건 당기 지출,2002,28335.32
1495,유럽,독일,보건 당기 지출,2003,34908.65
1496,유럽,독일,보건 당기 지출,2004,38323.21
1497,유럽,독일,보건 당기 지출,2005,39326.67
1498,유럽,독일,보건 당기 지출,2006,40805.38
1499,유럽,독일,보건 당기 지출,2007,46182.17
1500,유럽,독일,보건 당기 지출,2008,51184.71
1501,유럽,독일,보건 당기 지출,2009,51276.31
1502,유럽,독일,보건 당기 지출,2010,50629.0
1503,유럽,독일,보건 당기 지출,2011,54062.76
1504,유럽,독일,보건 당기 지출,2012,51460.28
1505,유럽,독일,보건 당기 지출,2013,55016.19
1506,유럽,독일,보건 당기 지출,2014,57513.19
1507,유럽,독일,보건 당기 지출,2015,50288.11
1508,유럽,독일,보건 당기 지출,2016,52334.03
1509,유럽,독일,보건 당기 지출,2017,55957.73
1510,유럽,독일,보건 당기 지출,2018,60810.44
1511,유럽,독일,보건 당기 지출,2019,60486.36
1512,유럽,독일,치료 및 재활 치료,1998,60259.09
1513,유럽,독일,치료 및 재활 치료,1999,15422.78
1514,유럽,독일,치료 및 재활 치료,2000,13715.1
1515,유럽,독일,치료 및 재활 치료,2001,13609.38
1516,유럽,독일,치료 및 재활 치료,2002,14773.67
1517,유럽,독일,치료 및 재활 치료,2003,18095.14
1518,유럽,독일,치료 및 재활 치료,2004,20295.83
1519,유럽,독일,치료 및 재활 치료,2005,20311.17
1520,유럽,독일,치료 및 재활 치료,2006,21086.89
1521,유럽,독일,치료 및 재활 치료,2007,23667.46
1522,유럽,독일,치료 및 재활 치료,2008,26217.06
1523,유럽,독일,치료 및 재활 치료,2009,26265.49
1524,유럽,독일,치료 및 재활 치료,2010,26005.52
1525,유럽,독일,치료 및 재활 치료,2011,28042.46
1526,유럽,독일,치료 및 재활 치료,2012,26608.29
1527,유럽,독일,치료 및 재활 치료,2013,28393.42
1528,유럽,독일,치료 및 재활 치료,2014,29525.85
1529,유럽,독일,치료 및 재활 치료,2015,25493.31
1530,유럽,독일,치료 및 재활 치료,2016,26448.29
1531,유럽,독일,치료 및 재활 치료,2017,27710.45
1532,유럽,독일,치료 및 재활 치료,2018,29959.97
1533,유럽,독일,치료 및 재활 치료,2019,29667.47
1534,유럽,독일,장기 치료,1998,15447.16
1535,유럽,독일,장기 치료,1999,4147.13
1536,유럽,독일,장기 치료,2000,3707.18
1537,유럽,독일,장기 치료,2001,3713.34
1538,유럽,독일,장기 치료,2002,4094.43
1539,유럽,독일,장기 치료,2003,5052.5
1540,유럽,독일,장기 치료,2004,5664.61
1541,유럽,독일,장기 치료,2005,5869.33
1542,유럽,독일,장기 치료,2006,6113.11
1543,유럽,독일,장기 치료,2007,6899.63
1544,유럽,독일,장기 치료,2008,7617.84
1545,유럽,독일,장기 치료,2009,7725.56
1546,유럽,독일,장기 치료,2010,7687.19
1547,유럽,독일,장기 치료,2011,8360.34
1548,유럽,독일,장기 치료,2012,8130.92
1549,유럽,독일,장기 치료,2013,8844.84
1550,유럽,독일,장기 치료,2014,9315.51
1551,유럽,독일,장기 치료,2015,8255.13
1552,유럽,독일,장기 치료,2016,8727.04
1553,유럽,독일,장기 치료,2017,10230.61
1554,유럽,독일,장기 치료,2018,11305.22
1555,유럽,독일,장기 치료,2019,11403.9
1556,유럽,독일,보건 보조 서비스,1998,4906.82
1557,유럽,독일,보건 보조 서비스,1999,1275.5
1558,유럽,독일,보건 보조 서비스,2000,1159.41
1559,유럽,독일,보건 보조 서비스,2001,1174.28
1560,유럽,독일,보건 보조 서비스,2002,1293.54
1561,유럽,독일,보건 보조 서비스,2003,1585.43
1562,유럽,독일,보건 보조 서비스,2004,1734.06
1563,유럽,독일,보건 보조 서비스,2005,1796.5
1564,유럽,독일,보건 보조 서비스,2006,1847.23
1565,유럽,독일,보건 보조 서비스,2007,2098.71
1566,유럽,독일,보건 보조 서비스,2008,2389.41
1567,유럽,독일,보건 보조 서비스,2009,2402.05
1568,유럽,독일,보건 보조 서비스,2010,2386.3
1569,유럽,독일,보건 보조 서비스,2011,2574.12
1570,유럽,독일,보건 보조 서비스,2012,2439.21
1571,유럽,독일,보건 보조 서비스,2013,2583.1
1572,유럽,독일,보건 보조 서비스,2014,2672.01
1573,유럽,독일,보건 보조 서비스,2015,2478.45
1574,유럽,독일,보건 보조 서비스,2016,2589.6
1575,유럽,독일,보건 보조 서비스,2017,2758.48
1576,유럽,독일,보건 보조 서비스,2018,3017.41
1577,유럽,독일,보건 보조 서비스,2019,2995.5
1578,유럽,독일,의료품,1998,21272.16
1579,유럽,독일,의료품,1999,5582.52
1580,유럽,독일,의료품,2000,5009.53
1581,유럽,독일,의료품,2001,5173.08
1582,유럽,독일,의료품,2002,5698.61
1583,유럽,독일,의료품,2003,7069.65
1584,유럽,독일,의료품,2004,7209.85
1585,유럽,독일,의료품,2005,7885.5
1586,유럽,독일,의료품,2006,8210.59
1587,유럽,독일,의료품,2007,9468.2
1588,유럽,독일,의료품,2008,10460.0
1589,유럽,독일,의료품,2009,10413.43
1590,유럽,독일,의료품,2010,10179.36
1591,유럽,독일,의료품,2011,10525.88
1592,유럽,독일,의료품,2012,9985.66
1593,유럽,독일,의료품,2013,10666.01
1594,유럽,독일,의료품,2014,11369.52
1595,유럽,독일,의료품,2015,10014.71
1596,유럽,독일,의료품,2016,10367.16
1597,유럽,독일,의료품,2017,10841.36
1598,유럽,독일,의료품,2018,11694.46
1599,유럽,독일,의료품,2019,11716.79
1600,유럽,독일,예방치료,1998,3313.64
1601,유럽,독일,예방치료,1999,889.4
1602,유럽,독일,예방치료,2000,799.38
1603,유럽,독일,예방치료,2001,810.82
1604,유럽,독일,예방치료,2002,887.85
1605,유럽,독일,예방치료,2003,1120.49
1606,유럽,독일,예방치료,2004,1240.23
1607,유럽,독일,예방치료,2005,1259.83
1608,유럽,독일,예방치료,2006,1331.43
1609,유럽,독일,예방치료,2007,1606.8
1610,유럽,독일,예방치료,2008,1817.45
1611,유럽,독일,예방치료,2009,1769.4
1612,유럽,독일,예방치료,2010,1658.36
1613,유럽,독일,예방치료,2011,1705.59
1614,유럽,독일,예방치료,2012,1645.08
1615,유럽,독일,예방치료,2013,1767.79
1616,유럽,독일,예방치료,2014,1873.44
1617,유럽,독일,예방치료,2015,1629.27
1618,유럽,독일,예방치료,2016,1699.55
1619,유럽,독일,예방치료,2017,1806.67
1620,유럽,독일,예방치료,2018,1978.8
1621,유럽,독일,예방치료,2019,2021.74
1622,유럽,독일,정부의료체계 및 재정행정,1998,6160.23
1623,유럽,독일,정부의료체계 및 재정행정,1999,1618.34
1624,유럽,독일,정부의료체계 및 재정행정,2000,1420.3
1625,유럽,독일,정부의료체계 및 재정행정,2001,1423.8
1626,유럽,독일,정부의료체계 및 재정행정,2002,1587.22
1627,유럽,독일,정부의료체계 및 재정행정,2003,1985.43
1628,유럽,독일,정부의료체계 및 재정행정,2004,2178.63
1629,유럽,독일,정부의료체계 및 재정행정,2005,2204.17
1630,유럽,독일,정부의료체계 및 재정행정,2006,2215.97
1631,유럽,독일,정부의료체계 및 재정행정,2007,2441.36
1632,유럽,독일,정부의료체계 및 재정행정,2008,2683.14
1633,유럽,독일,정부의료체계 및 재정행정,2009,2700.37
1634,유럽,독일,정부의료체계 및 재정행정,2010,2712.46
1635,유럽,독일,정부의료체계 및 재정행정,2011,2854.38
1636,유럽,독일,정부의료체계 및 재정행정,2012,2651.12
1637,유럽,독일,정부의료체계 및 재정행정,2013,2760.85
1638,유럽,독일,정부의료체계 및 재정행정,2014,2756.68
1639,유럽,독일,정부의료체계 및 재정행정,2015,2417.24
1640,유럽,독일,정부의료체계 및 재정행정,2016,2502.38
1641,유럽,독일,정부의료체계 및 재정행정,2017,2610.0
1642,유럽,독일,정부의료체계 및 재정행정,2018,2854.59
1643,유럽,독일,정부의료체계 및 재정행정,2019,2680.96
1644,유럽,그리스,보건 당기 지출,1998,32.12
1645,유럽,그리스,보건 당기 지출,1999,33.98
1646,유럽,그리스,보건 당기 지출,2000,28.0
1647,유럽,그리스,보건 당기 지출,2001,1461.18
1648,유럽,그리스,보건 당기 지출,2002,1703.67
